period,coef,se,ci_low,ci_high,n_treated,n_control
-2.0,0.24055826718091478,0.17800816255372773,-0.10833773142439157,0.5894542657862212,11664,7568
-1.0,0.0,0.15624867319324395,-0.3062473994587581,0.3062473994587581,11664,7568
0.0,0.7184310964535793,0.10115823568240384,0.5201609545160677,0.9167012383910909,11664,7568
1.0,1.0628061976108092,0.0950671929053484,0.8764744995163263,1.249137895705292,11664,7568
2.0,0.26494731176229414,0.1073480614991443,0.05454511122397129,0.47534951230061695,11664,7568
3.0,2.1083629381824376,0.18240123206591952,1.7508565233332354,2.46586935303164,11664,7568
4.0,2.1497706344639123,0.27350146616978194,1.6137077607711396,2.685833508156685,11664,7568
