period,coef,se,ci_low,ci_high,n_treated,n_control
-2.0,0.21266127496046172,0.26438719044425446,-0.30553761831027704,0.7308601682312005,11664,7568
-1.0,0.0,0.24157829338604,-0.4734934550366384,0.4734934550366384,11664,7568
0.0,1.0857273118127382,0.09833285219782832,0.8929949215049947,1.2784597021204818,11664,7568
1.0,1.5491662136493356,0.0950770806914425,1.3628151354941083,1.735517291804563,11664,7568
2.0,0.7456306778847839,0.13094173505510373,0.4889848771767806,1.0022764785927871,11664,7568
3.0,2.9722187759637477,0.21943889041638057,2.5421185507476416,3.402319001179854,11664,7568
4.0,3.5146335607122454,0.4013828074907877,2.7279232580303017,4.301343863394189,11664,7568
