period,coef,se,ci_low,ci_high,n_treated,n_control
-2.0,0.03261302524751228,0.028394395488070705,-0.0230399899091063,0.08826604040413086,11664,7568
-1.0,0.0,0.029448708947528594,-0.057719469537156044,0.057719469537156044,11664,7568
0.0,-0.0331937893016226,0.02664840636516899,-0.08542466577735382,0.01903708717410861,11664,7568
1.0,0.0792632311393712,0.03183046256363487,0.01687552451464685,0.14165093776409554,11664,7568
2.0,-0.013275757551336309,0.024580643136435317,-0.06145381809874953,0.03490230299607691,11664,7568
3.0,0.10392419243730616,0.024883242280553327,0.05515303756742164,0.1526953473071907,11664,7568
4.0,0.0524476204198118,0.022439203519369778,0.00846678152184703,0.09642845931777656,11664,7568
