period,coef,se,ci_low,ci_high
-2,-.0100820666321354,.034349293,-.077406682,.05724255
-1,0,0,0,0
0,-.081645948350561,.039476007,-.15901892,-.0042729736
1,-.0754162193832395,.03218678,-.1385023,-.012330132
2,-.0014696020000509,.035247039,-.070553802,.0676146
3,.0483536427751475,.033607006,-.017516088,.11422338
4,.0037976413549962,.037523694,-.069748804,.077344082
