period,coef,se,ci_low,ci_high
-3,.5238017474834098,.1355667,.258091,.78951246
-2,.4481175339435574,.13156845,.19024339,.70599169
-1,0,0,0,0
0,.3382806259545743,.11501287,.1128554,.56370586
1,-.3628483843864722,.064719081,-.48969778,-.23599899
2,.192314004561162,.10858193,-.020506574,.40513459
3,-.1462936310761044,.060708322,-.26528195,-.02730532
4,.8812058060106152,.21371527,.46232387,1.3000877
