period,coef,se,ci_low,ci_high
-2,.3700540132157848,.14940597,.077218309,.66288972
-1,0,0,0,0
0,.7845775351762103,.24091753,.31237918,1.2567759
1,-.2552997650422767,.071804054,-.3960357,-.11456382
2,1.000623143462493,.25867924,.49361181,1.5076345
3,.1069707043985603,.071063675,-.032314099,.2462555
4,1.473214780640586,.34706688,.79296368,2.1534657
